code;label-en_US;attributes;attribute_as_image;attribute_as_label;requirements-ecommerce;requirements-mobile;requirements-print
products;Products;name,description,short_description,sku,price,special_price,special_from_date,special_to_date,cost,weight,manufacturer,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,media_gallery,old_id,tier_price,color,news_from_date,news_to_date,gallery,status,url_key,url_path,minimal_price,is_recurring,recurring_profile,visibility,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,category_ids,options_container,required_options,has_options,image_label,small_image_label,thumbnail_label,created_at,updated_at,country_of_manufacture,msrp_display_actual_price_type,msrp,tax_class_id,gift_message_available,price_type,sku_type,weight_type,price_view,shipment_type,links_purchased_separately,samples_title,links_title,links_exist,size,meigee_product_theme_id,load_type,product_group,product_weight,amount,diameter,litros,option,pet_size,pet_type,age,diets,breed,quantity_and_stock_status,custom_layout,swatch_image,mst_search_weight,sold_qty,shipperhq_shipping_fee,shipperhq_addon_price,shipperhq_inc_percent,ean_code,breed_type,specific_breed,shipping_cost,shipping_ground_only,yoast_focus_keyword,yoast_keyword_score,yoast_content_score,yoast_robots_instructions,yoast_facebook_title,yoast_facebook_description,yoast_facebook_image,yoast_twitter_title,yoast_twitter_description,yoast_twitter_image,ts_dimensions_length,ts_dimensions_width,ts_dimensions_height,ingredients,dimensions,instructions,nutrition_information,benefits,merchant_center_category,ts_hs_code,stripe_sub_enabled,stripe_sub_interval,stripe_sub_interval_count,stripe_sub_trial,stripe_sub_initial_fee,hscode_id,medicine_product_code;image;name;name;name;name
